CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
0.08221,22,5.86,0,0.431,6.96,7,8.91,7,330,19.1,386.09,3.53,29.6
0.36894,22,5.86,0,0.431,8.26,8,8.91,7,330,19.1,396.9,3.54,42.8
0.04819,80,3.64,0,0.392,6.11,32,9.22,1,315,16.4,392.89,6.57,21.9
0.03548,80,3.64,0,0.392,5.88,19,9.22,1,315,16.4,395.18,9.25,20.9
0.01538,90,3.75,0,0.394,7.45,34,6.34,3,244,15.9,386.34,3.11,44.0
0.61154,20,3.97,0,0.647,8.7,87,1.8,5,264,13.0,389.7,5.12,50.0
0.66351,20,3.97,0,0.647,7.33,100,1.89,5,264,13.0,383.29,7.79,36.0
0.65665,20,3.97,0,0.647,6.84,100,2.01,5,264,13.0,391.93,6.9,30.1
0.54011,20,3.97,0,0.647,7.2,82,2.11,5,264,13.0,392.8,9.59,33.8
0.53412,20,3.97,0,0.647,7.52,89,2.14,5,264,13.0,388.37,7.26,43.1
0.52014,20,3.97,0,0.647,8.4,92,2.29,5,264,13.0,386.86,5.91,48.8
0.82526,20,3.97,0,0.647,7.33,94,2.08,5,264,13.0,393.42,11.25,31.0
0.55007,20,3.97,0,0.647,7.21,92,1.93,5,264,13.0,387.89,8.1,36.5
0.76162,20,3.97,0,0.647,5.56,63,1.99,5,264,13.0,392.4,10.45,22.8
0.7857,20,3.97,0,0.647,7.01,85,2.13,5,264,13.0,384.07,14.79,30.7
0.57834,20,3.97,0,0.575,8.3,67,2.42,5,264,13.0,384.54,7.44,50.0
0.5405,20,3.97,0,0.575,7.47,53,2.87,5,264,13.0,390.3,3.16,43.5
0.09065,20,6.96,1,0.464,5.92,62,3.92,3,223,18.6,391.34,13.65,20.7
0.29916,20,6.96,0,0.464,5.86,42,4.43,3,223,18.6,388.65,13.0,21.1
0.16211,20,6.96,0,0.464,6.24,16,4.43,3,223,18.6,396.9,6.59,25.2
0.1146,20,6.96,0,0.464,6.54,59,3.92,3,223,18.6,394.96,7.73,24.4
0.22188,20,6.96,1,0.464,7.69,52,4.37,3,223,18.6,390.77,6.58,35.2
0.05644,40,6.41,1,0.447,6.76,33,4.08,4,254,17.6,396.9,3.53,32.4
0.09604,40,6.41,0,0.447,6.85,43,4.27,4,254,17.6,396.9,2.98,32.0
0.10469,40,6.41,1,0.447,7.27,49,4.79,4,254,17.6,389.25,6.05,33.2
0.06127,40,6.41,1,0.447,6.83,28,4.86,4,254,17.6,393.45,4.16,33.1
0.07978,40,6.41,0,0.447,6.48,32,4.14,4,254,17.6,396.9,7.19,29.1
0.21038,20,3.33,0,0.4429,6.81,32,4.1,5,216,14.9,396.9,4.85,35.1
0.03578,20,3.33,0,0.4429,7.82,64,4.69,5,216,14.9,387.31,3.76,45.4
0.03705,20,3.33,0,0.4429,6.97,37,5.24,5,216,14.9,392.23,4.59,35.4
0.06129,20,3.33,1,0.4429,7.64,50,5.21,5,216,14.9,377.07,3.01,46.0
0.01501,90,1.21,1,0.401,7.92,25,5.88,1,198,13.6,395.52,3.16,50.0
0.00906,90,2.97,0,0.4,7.09,21,7.31,1,285,15.3,394.72,7.85,32.2
0.01096,55,2.25,0,0.389,6.45,32,7.31,1,300,15.3,394.72,8.23,22.0
0.01965,80,1.76,0,0.385,6.23,32,9.09,1,241,18.2,341.6,12.93,20.1
0.03871,52,5.32,0,0.405,6.21,31,7.32,6,293,16.6,396.9,7.14,23.2
0.0459,52,5.32,0,0.405,6.32,46,7.32,6,293,16.6,396.9,7.6,22.3
0.04297,52,5.32,0,0.405,6.56,23,7.32,6,293,16.6,371.72,9.51,24.8
0.03502,80,4.95,0,0.411,6.86,28,5.12,4,245,19.2,396.9,3.33,28.5
0.07886,80,4.95,0,0.411,7.15,28,5.12,4,245,19.2,396.9,3.56,37.3
0.03615,80,4.95,0,0.411,6.63,23,5.12,4,245,19.2,396.9,4.7,27.9
0.08265,0,13.92,0,0.437,6.13,18,5.5,4,289,16.0,396.9,8.58,23.9
0.08199,0,13.92,0,0.437,6.01,42,5.5,4,289,16.0,396.9,10.4,21.7
0.12932,0,13.92,0,0.437,6.68,31,5.96,4,289,16.0,396.9,6.27,28.6
0.05372,0,13.92,0,0.437,6.55,51,5.96,4,289,16.0,392.85,7.39,27.1
0.14103,0,13.92,0,0.437,5.79,58,6.32,4,289,16.0,396.9,15.84,20.3
0.06466,70,2.24,0,0.4,6.34,20,7.83,5,358,14.8,368.24,4.97,22.5
0.05561,70,2.24,0,0.4,7.04,10,7.83,5,358,14.8,371.58,4.74,29.0
0.04417,70,2.24,0,0.4,6.87,47,7.83,5,358,14.8,390.86,6.07,24.8
0.03537,34,6.09,0,0.433,6.59,40,5.49,7,329,16.1,395.75,9.5,22.0
0.09266,34,6.09,0,0.433,6.5,18,5.49,7,329,16.1,383.61,8.67,26.4
0.1,34,6.09,0,0.433,6.98,18,5.49,7,329,16.1,390.43,4.86,33.1
0.05515,33,2.18,0,0.472,7.24,41,4.02,7,222,18.4,393.68,6.93,36.1
0.05479,33,2.18,0,0.472,6.62,58,3.37,7,222,18.4,393.36,8.93,28.4
0.07503,33,2.18,0,0.472,7.42,72,3.1,7,222,18.4,396.9,6.47,33.4
0.04932,33,2.18,0,0.472,6.85,70,3.18,7,222,18.4,396.9,7.53,28.2
0.49298,0,9.9,0,0.544,6.64,82,3.32,4,304,18.4,396.9,4.54,22.8
0.3494,0,9.9,0,0.544,5.97,77,3.1,4,304,18.4,396.24,9.97,20.3
2.63548,0,9.9,0,0.544,4.97,38,2.52,4,304,18.4,350.45,12.64,16.1
0.79041,0,9.9,0,0.544,6.12,53,2.64,4,304,18.4,396.9,5.98,22.1
0.26169,0,9.9,0,0.544,6.02,90,2.83,4,304,18.4,396.3,11.72,19.4
0.26938,0,9.9,0,0.544,6.27,83,3.26,4,304,18.4,393.39,7.9,21.6
0.3692,0,9.9,0,0.544,6.57,87,3.6,4,304,18.4,395.69,9.28,23.8
0.25356,0,9.9,0,0.544,5.7,78,3.94,4,304,18.4,396.42,11.5,16.2
0.31827,0,9.9,0,0.544,5.91,83,4.0,4,304,18.4,390.7,18.33,17.8
0.24522,0,9.9,0,0.544,5.78,72,4.03,4,304,18.4,396.9,15.94,19.8
0.40202,0,9.9,0,0.544,6.38,67,3.53,4,304,18.4,395.21,10.36,23.1
0.47547,0,9.9,0,0.544,6.11,59,4.0,4,304,18.4,396.23,12.73,21.0
0.1676,0,7.38,0,0.493,6.43,52,4.54,5,287,19.6,396.9,7.2,23.8
0.18159,0,7.38,0,0.493,6.38,54,4.54,5,287,19.6,396.9,6.87,23.1
0.35114,0,7.38,0,0.493,6.04,50,4.72,5,287,19.6,396.9,7.7,20.4
0.28392,0,7.38,0,0.493,5.71,74,4.72,5,287,19.6,391.13,11.74,18.5
0.34109,0,7.38,0,0.493,6.42,40,4.72,5,287,19.6,396.9,6.12,25.0
0.19186,0,7.38,0,0.493,6.43,15,5.42,5,287,19.6,393.68,5.08,24.6
0.30347,0,7.38,0,0.493,6.31,29,5.42,5,287,19.6,396.9,6.15,23.0
0.24103,0,7.38,0,0.493,6.08,44,5.42,5,287,19.6,396.9,12.79,22.2
0.06617,0,3.24,0,0.46,5.87,26,5.21,4,430,16.9,382.44,9.97,19.3
0.06724,0,3.24,0,0.46,6.33,17,5.21,4,430,16.9,375.21,7.34,22.6
0.04544,0,3.24,0,0.46,6.14,32,5.87,4,430,16.9,368.57,9.09,19.8
0.05023,35,6.06,0,0.4379,5.71,28,6.64,1,304,16.9,394.02,12.43,17.1
0.03466,35,6.06,0,0.4379,6.03,23,6.64,1,304,16.9,362.25,7.83,19.4
0.05083,0,5.19,0,0.515,6.32,38,6.46,5,224,20.2,389.71,5.68,22.2
0.03738,0,5.19,0,0.515,6.31,38,6.46,5,224,20.2,389.4,6.75,20.7
0.03961,0,5.19,0,0.515,6.04,34,5.99,5,224,20.2,396.9,8.01,21.1
0.03427,0,5.19,0,0.515,5.87,46,5.23,5,224,20.2,396.9,9.8,19.5
0.03041,0,5.19,0,0.515,5.9,60,5.62,5,224,20.2,394.81,10.56,18.5
0.03306,0,5.19,0,0.515,6.06,37,4.81,5,224,20.2,396.14,8.51,20.6
0.05497,0,5.19,0,0.515,5.98,45,4.81,5,224,20.2,396.9,9.74,19.0
0.06151,0,5.19,0,0.515,5.97,58,4.81,5,224,20.2,396.9,9.29,18.7
0.01301,35,1.52,0,0.442,7.24,49,7.04,1,284,15.5,394.74,5.49,32.7
0.02498,0,1.89,0,0.518,6.54,60,6.27,1,422,15.9,389.96,8.65,16.5
0.02543,55,3.78,0,0.484,6.7,56,5.73,5,370,17.6,396.9,7.18,23.9
0.03049,55,3.78,0,0.484,6.87,28,6.47,5,370,17.6,387.97,4.61,31.2
0.03113,0,4.39,0,0.442,6.01,48,8.01,3,352,18.8,385.64,10.53,17.5
0.06162,0,4.39,0,0.442,5.9,52,8.01,3,352,18.8,364.61,12.67,17.2
0.0187,85,4.15,0,0.429,6.52,28,8.54,4,351,17.9,392.43,6.36,23.1
0.01501,80,2.01,0,0.435,6.64,30,8.34,4,280,17.0,390.94,5.99,24.5
0.02899,40,1.25,0,0.429,6.94,34,8.79,1,335,19.7,389.85,5.89,26.6
0.06211,40,1.25,0,0.429,6.49,44,8.79,1,335,19.7,396.9,5.98,22.9
0.0795,60,1.69,0,0.411,6.58,36,10.71,4,411,18.3,370.78,5.49,24.1
0.07244,60,1.69,0,0.411,5.88,18,10.71,4,411,18.3,392.33,7.79,18.6
0.01709,90,2.02,0,0.41,6.73,36,12.13,5,187,17.0,384.46,4.5,30.1
0.04301,80,1.91,0,0.413,5.66,22,10.59,4,334,22.0,382.8,8.05,18.2
0.10659,80,1.91,0,0.413,5.94,20,10.59,4,334,22.0,376.04,5.57,20.6
8.98296,0,18.1,1,0.77,6.21,97,2.12,24,666,20.2,377.73,17.6,17.8
3.8497,0,18.1,1,0.77,6.4,91,2.51,24,666,20.2,391.34,13.27,21.7
5.20177,0,18.1,1,0.77,6.13,83,2.72,24,666,20.2,395.43,11.48,22.7
4.26131,0,18.1,0,0.77,6.11,81,2.51,24,666,20.2,390.74,12.67,22.6
4.54192,0,18.1,0,0.77,6.4,88,2.52,24,666,20.2,374.56,7.79,25.0
3.83684,0,18.1,0,0.77,6.25,91,2.3,24,666,20.2,350.65,14.19,19.9
3.67822,0,18.1,0,0.77,5.36,96,2.1,24,666,20.2,380.79,10.19,20.8
4.22239,0,18.1,1,0.77,5.8,89,1.9,24,666,20.2,353.04,14.64,16.8
3.47428,0,18.1,1,0.718,8.78,83,1.9,24,666,20.2,354.55,5.29,21.9
4.55587,0,18.1,0,0.718,3.56,88,1.61,24,666,20.2,354.7,7.12,27.5
3.69695,0,18.1,0,0.718,4.96,91,1.75,24,666,20.2,316.03,14.0,21.9
13.5222,0,18.1,0,0.631,3.86,100,1.51,24,666,20.2,131.42,13.33,23.1
4.89822,0,18.1,0,0.631,4.97,100,1.33,24,666,20.2,375.52,3.26,50.0
5.66998,0,18.1,1,0.631,6.68,97,1.36,24,666,20.2,375.33,3.73,50.0
6.53876,0,18.1,1,0.631,7.02,98,1.2,24,666,20.2,392.05,2.96,50.0
9.2323,0,18.1,0,0.631,6.22,100,1.17,24,666,20.2,366.15,9.53,50.0
8.26725,0,18.1,1,0.668,5.88,90,1.13,24,666,20.2,347.88,8.88,50.0
11.1081,0,18.1,0,0.668,4.91,100,1.17,24,666,20.2,396.9,34.77,13.8
18.4982,0,18.1,0,0.668,4.14,100,1.14,24,666,20.2,396.9,37.97,13.8
19.6091,0,18.1,0,0.671,7.31,98,1.32,24,666,20.2,396.9,13.44,15.0
15.288,0,18.1,0,0.671,6.65,93,1.34,24,666,20.2,363.02,23.24,13.9
9.82349,0,18.1,0,0.671,6.79,99,1.36,24,666,20.2,396.9,21.24,13.3
23.6482,0,18.1,0,0.671,6.38,96,1.39,24,666,20.2,396.9,23.69,13.1
17.8667,0,18.1,0,0.671,6.22,100,1.39,24,666,20.2,393.74,21.78,10.2
88.9762,0,18.1,0,0.671,6.97,92,1.42,24,666,20.2,396.9,17.21,10.4
15.8744,0,18.1,0,0.671,6.54,99,1.52,24,666,20.2,396.9,21.08,10.9
9.18702,0,18.1,0,0.7,5.54,100,1.58,24,666,20.2,396.9,23.6,11.3
7.99248,0,18.1,0,0.7,5.52,100,1.53,24,666,20.2,396.9,24.56,12.3
20.0849,0,18.1,0,0.7,4.37,91,1.44,24,666,20.2,285.83,30.63,8.8
16.8118,0,18.1,0,0.7,5.28,98,1.43,24,666,20.2,396.9,30.81,7.2
24.3938,0,18.1,0,0.7,4.65,100,1.47,24,666,20.2,396.9,28.28,10.5
22.5971,0,18.1,0,0.7,5.0,90,1.52,24,666,20.2,396.9,31.99,7.4
14.3337,0,18.1,0,0.7,4.88,100,1.59,24,666,20.2,372.92,30.62,10.2
8.15174,0,18.1,0,0.7,5.39,99,1.73,24,666,20.2,396.9,20.85,11.5
6.96215,0,18.1,0,0.7,5.71,97,1.93,24,666,20.2,394.43,17.11,15.1
5.29305,0,18.1,0,0.7,6.05,82,2.17,24,666,20.2,378.38,18.76,23.2
11.5779,0,18.1,0,0.7,5.04,97,1.77,24,666,20.2,396.9,25.68,9.7
8.64476,0,18.1,0,0.693,6.19,93,1.79,24,666,20.2,396.9,15.17,13.8
13.3598,0,18.1,0,0.693,5.89,95,1.78,24,666,20.2,396.9,16.35,12.7
8.71675,0,18.1,0,0.693,6.47,99,1.73,24,666,20.2,391.98,17.12,13.1
5.87205,0,18.1,0,0.693,6.4,96,1.68,24,666,20.2,396.9,19.37,12.5
7.67202,0,18.1,0,0.693,5.75,99,1.63,24,666,20.2,393.1,19.92,8.5
38.3518,0,18.1,0,0.693,5.45,100,1.49,24,666,20.2,396.9,30.59,5.0
9.91655,0,18.1,0,0.693,5.85,78,1.5,24,666,20.2,338.16,29.97,6.3
25.0461,0,18.1,0,0.693,5.99,100,1.59,24,666,20.2,396.9,26.77,5.6
14.2362,0,18.1,0,0.693,6.34,100,1.57,24,666,20.2,396.9,20.32,7.2
9.59571,0,18.1,0,0.693,6.4,100,1.64,24,666,20.2,376.11,20.31,12.1
24.8017,0,18.1,0,0.693,5.35,96,1.7,24,666,20.2,396.9,19.77,8.3
41.5292,0,18.1,0,0.693,5.53,85,1.61,24,666,20.2,329.46,27.38,8.5
67.9208,0,18.1,0,0.693,5.68,100,1.43,24,666,20.2,384.97,22.98,5.0
20.7162,0,18.1,0,0.659,4.14,100,1.18,24,666,20.2,370.22,23.34,11.9
11.9511,0,18.1,0,0.659,5.61,100,1.29,24,666,20.2,332.09,12.13,27.9
7.40389,0,18.1,0,0.597,5.62,98,1.45,24,666,20.2,314.64,26.4,17.2
14.4383,0,18.1,0,0.597,6.85,100,1.47,24,666,20.2,179.36,19.78,27.5
51.1358,0,18.1,0,0.597,5.76,100,1.41,24,666,20.2,2.6,10.11,15.0
14.0507,0,18.1,0,0.597,6.66,100,1.53,24,666,20.2,35.05,21.22,17.2
18.811,0,18.1,0,0.597,4.63,100,1.55,24,666,20.2,28.79,34.37,17.9
28.6558,0,18.1,0,0.597,5.16,100,1.59,24,666,20.2,210.97,20.08,16.3
45.7461,0,18.1,0,0.693,4.52,100,1.66,24,666,20.2,88.27,36.98,7.0
18.0846,0,18.1,0,0.679,6.43,100,1.83,24,666,20.2,27.25,29.05,7.2
10.8342,0,18.1,0,0.679,6.78,91,1.82,24,666,20.2,21.57,25.79,7.5
25.9406,0,18.1,0,0.679,5.3,89,1.65,24,666,20.2,127.36,26.64,10.4
73.5341,0,18.1,0,0.679,5.96,100,1.8,24,666,20.2,16.45,20.62,8.8
11.8123,0,18.1,0,0.718,6.82,76,1.79,24,666,20.2,48.45,22.74,8.4
11.0874,0,18.1,0,0.718,6.41,100,1.86,24,666,20.2,318.75,15.02,16.7
7.02259,0,18.1,0,0.718,6.01,95,1.87,24,666,20.2,319.98,15.7,14.2
12.0482,0,18.1,0,0.614,5.65,88,1.95,24,666,20.2,291.55,14.1,20.8
7.05042,0,18.1,0,0.614,6.1,85,2.02,24,666,20.2,2.52,23.29,13.4
8.79212,0,18.1,0,0.584,5.56,71,2.06,24,666,20.2,3.65,17.16,11.7
15.8603,0,18.1,0,0.679,5.9,95,1.91,24,666,20.2,7.68,24.39,8.3
12.2472,0,18.1,0,0.584,5.84,60,2.0,24,666,20.2,24.65,15.69,10.2
37.6619,0,18.1,0,0.679,6.2,79,1.86,24,666,20.2,18.82,14.52,10.9
7.36711,0,18.1,0,0.679,6.19,78,1.94,24,666,20.2,96.73,21.52,11.0
9.33889,0,18.1,0,0.679,6.38,96,1.97,24,666,20.2,60.72,24.08,9.5
8.49213,0,18.1,0,0.584,6.35,86,2.05,24,666,20.2,83.45,17.64,14.5
10.0623,0,18.1,0,0.584,6.83,94,2.09,24,666,20.2,81.33,19.69,14.1
6.44405,0,18.1,0,0.584,6.42,75,2.2,24,666,20.2,97.95,12.03,16.1
5.58107,0,18.1,0,0.713,6.44,88,2.32,24,666,20.2,100.19,16.22,14.3
13.9134,0,18.1,0,0.713,6.21,95,2.22,24,666,20.2,100.63,15.17,11.7
11.1604,0,18.1,0,0.74,6.63,95,2.12,24,666,20.2,109.85,23.27,13.4
14.4208,0,18.1,0,0.74,6.46,93,2.0,24,666,20.2,27.49,18.05,9.6
15.1772,0,18.1,0,0.74,6.15,100,1.91,24,666,20.2,9.32,26.45,8.7
13.6781,0,18.1,0,0.74,5.94,88,1.82,24,666,20.2,68.95,34.02,8.4
9.39063,0,18.1,0,0.74,5.63,94,1.82,24,666,20.2,396.9,22.88,12.8
22.0511,0,18.1,0,0.74,5.82,92,1.87,24,666,20.2,391.45,22.11,10.5
9.72418,0,18.1,0,0.74,6.41,97,2.07,24,666,20.2,385.96,19.52,17.1
5.66637,0,18.1,0,0.74,6.22,100,2.0,24,666,20.2,395.69,16.59,18.4
9.96654,0,18.1,0,0.74,6.48,100,1.98,24,666,20.2,386.73,18.85,15.4
12.8023,0,18.1,0,0.74,5.85,97,1.9,24,666,20.2,240.52,23.79,10.8
10.6718,0,18.1,0,0.74,6.46,95,1.99,24,666,20.2,43.06,23.98,11.8
6.28807,0,18.1,0,0.74,6.34,96,2.07,24,666,20.2,318.01,17.79,14.9
9.92485,0,18.1,0,0.74,6.25,97,2.2,24,666,20.2,388.52,16.44,12.6
9.32909,0,18.1,0,0.713,6.18,99,2.26,24,666,20.2,396.9,18.13,14.1
7.52601,0,18.1,0,0.713,6.42,98,2.18,24,666,20.2,304.21,19.31,13.0
6.71772,0,18.1,0,0.713,6.75,93,2.32,24,666,20.2,0.32,17.44,13.4
5.44114,0,18.1,0,0.713,6.66,98,2.36,24,666,20.2,355.29,17.73,15.2
5.09017,0,18.1,0,0.713,6.3,92,2.37,24,666,20.2,385.09,17.27,16.1
8.24809,0,18.1,0,0.713,7.39,99,2.45,24,666,20.2,375.87,16.74,17.8
9.51363,0,18.1,0,0.713,6.73,94,2.5,24,666,20.2,6.68,18.71,14.9
4.75237,0,18.1,0,0.713,6.52,86,2.44,24,666,20.2,50.92,18.13,14.1
4.66883,0,18.1,0,0.713,5.98,88,2.58,24,666,20.2,10.48,19.01,12.7
8.20058,0,18.1,0,0.713,5.94,80,2.78,24,666,20.2,3.5,16.94,13.5
7.75223,0,18.1,0,0.713,6.3,84,2.78,24,666,20.2,272.21,16.23,14.9
6.80117,0,18.1,0,0.713,6.08,84,2.72,24,666,20.2,396.9,14.7,20.0
4.81213,0,18.1,0,0.713,6.7,90,2.6,24,666,20.2,255.23,16.42,16.4
3.69311,0,18.1,0,0.713,6.38,88,2.57,24,666,20.2,391.43,14.65,17.7
6.65492,0,18.1,0,0.713,6.32,83,2.73,24,666,20.2,396.9,13.99,19.5
5.82115,0,18.1,0,0.713,6.51,90,2.8,24,666,20.2,393.82,10.29,20.2
7.83932,0,18.1,0,0.655,6.21,65,2.96,24,666,20.2,396.9,13.22,21.4
3.1636,0,18.1,0,0.655,5.76,48,3.07,24,666,20.2,334.4,14.13,19.9
3.77498,0,18.1,0,0.655,5.95,85,2.87,24,666,20.2,22.01,17.15,19.0
4.42228,0,18.1,0,0.584,6.0,94,2.54,24,666,20.2,331.29,21.32,19.1
15.5757,0,18.1,0,0.58,5.93,71,2.91,24,666,20.2,368.74,18.13,19.1
13.0751,0,18.1,0,0.58,5.71,57,2.82,24,666,20.2,396.9,14.76,20.1
4.34879,0,18.1,0,0.58,6.17,84,3.03,24,666,20.2,396.9,16.29,19.9
4.03841,0,18.1,0,0.532,6.23,91,3.1,24,666,20.2,395.33,12.87,19.6
3.56868,0,18.1,0,0.58,6.44,75,2.9,24,666,20.2,393.37,14.36,23.2
4.64689,0,18.1,0,0.614,6.98,68,2.53,24,666,20.2,374.68,11.66,29.8
8.05579,0,18.1,0,0.584,5.43,95,2.43,24,666,20.2,352.58,18.14,13.8
6.39312,0,18.1,0,0.584,6.16,97,2.21,24,666,20.2,302.76,24.1,13.3
4.87141,0,18.1,0,0.614,6.48,94,2.31,24,666,20.2,396.21,18.68,16.7
15.0234,0,18.1,0,0.614,5.3,97,2.1,24,666,20.2,349.48,24.91,12.0
10.233,0,18.1,0,0.614,6.18,97,2.17,24,666,20.2,379.7,18.03,14.6
14.3337,0,18.1,0,0.614,6.23,88,1.95,24,666,20.2,383.32,13.11,21.4
5.82401,0,18.1,0,0.532,6.24,65,3.42,24,666,20.2,396.9,10.74,23.0
5.70818,0,18.1,0,0.532,6.75,75,3.33,24,666,20.2,393.07,7.74,23.7
5.73116,0,18.1,0,0.532,7.06,77,3.41,24,666,20.2,395.28,7.01,25.0
2.81838,0,18.1,0,0.532,5.76,40,4.1,24,666,20.2,392.92,10.42,21.8
2.37857,0,18.1,0,0.583,5.87,42,3.72,24,666,20.2,370.73,13.34,20.6
3.67367,0,18.1,0,0.583,6.31,52,3.99,24,666,20.2,388.62,10.58,21.2
5.69175,0,18.1,0,0.583,6.11,80,3.55,24,666,20.2,392.68,14.98,19.1
4.83567,0,18.1,0,0.583,5.9,53,3.15,24,666,20.2,388.22,11.45,20.6
0.15086,0,27.74,0,0.609,5.45,93,1.82,4,711,20.1,395.09,18.06,15.2
0.18337,0,27.74,0,0.609,5.41,98,1.76,4,711,20.1,344.05,23.97,7.0
0.20746,0,27.74,0,0.609,5.09,98,1.82,4,711,20.1,318.43,29.68,8.1
0.10574,0,27.74,0,0.609,5.98,99,1.87,4,711,20.1,390.11,18.07,13.6
0.11132,0,27.74,0,0.609,5.98,84,2.11,4,711,20.1,396.9,13.35,20.1
0.17331,0,9.69,0,0.585,5.71,54,2.38,6,391,19.2,396.9,12.01,21.8
0.27957,0,9.69,0,0.585,5.93,43,2.38,6,391,19.2,396.9,13.59,24.5
0.17899,0,9.69,0,0.585,5.67,29,2.8,6,391,19.2,393.29,17.6,23.1
0.2896,0,9.69,0,0.585,5.39,73,2.8,6,391,19.2,396.9,21.14,19.7
0.26838,0,9.69,0,0.585,5.79,71,2.89,6,391,19.2,396.9,14.1,18.3
0.23912,0,9.69,0,0.585,6.02,65,2.41,6,391,19.2,396.9,12.92,21.2
0.17783,0,9.69,0,0.585,5.57,74,2.4,6,391,19.2,395.77,15.1,17.5
0.22438,0,9.69,0,0.585,6.03,80,2.5,6,391,19.2,396.9,14.33,16.8
0.06263,0,11.93,0,0.573,6.59,69,2.48,1,273,21.0,391.99,9.67,22.4
0.04527,0,11.93,0,0.573,6.12,77,2.29,1,273,21.0,396.9,9.08,20.6
0.06076,0,11.93,0,0.573,6.98,91,2.17,1,273,21.0,396.9,5.64,23.9
0.10959,0,11.93,0,0.573,6.79,89,2.39,1,273,21.0,393.45,6.48,22.0
0.04741,0,11.93,0,0.573,6.03,81,2.5,1,273,21.0,396.9,7.88,11.9
